,ID1,response,text
1151,396740365870694400,positive,har ld oddio amo tutt credo last first kiss
1152,391842325984714752,positive,toccarmi bene
1156,145164296626778112,neutral,gara frequenz tv rester gratuita altrimenti governo monti perderebb appoggio pdl http t co qm lwel via primaonlin
1157,192718373119995905,neutral,rinnovabili domani question time pd camera rinnovabili
1160,144018850130825216,negative,scilipoti manifestanto davanti camera limit utlizzo contanti deciso governo monti scherzo giuro
1161,136792581077082112,positive,visto discorso president consiglio me mario monti piac molto
1162,396550780704292864,negative,fatti parol dett letter spedit occasioni pers abbracci mai dati via http t co xjrh plufu
1163,135294336362496000,negative,mario monti nomina premier tutta vita guadagn mila euro mese http t co w qmzoqk
1164,189080055589244930,positive,av n ricordo giorno comprai infinit jest fiera torino insiem altri tre conoscevo fiuto
1165,139711132901453825,neutral,governo monti ogni famiglia dovr pagar tassa ogni animal possied bene lusso http t co lmb qqic
1166,137076580949295104,negative,nuovo governo monti bunga bunga banca banca
1167,143423480241729536,negative,serenellam giarda wolf governo monti corregg errori ministro orecchion occhialon
1168,393255820634644480,neutral,prodotti uomini rubano donn http t co sdvpedazv fashion
1169,393253624077647872,neutral,pronti pazienza via
1170,146261520928604161,negative,cerco tener dritta rotta senso pratico sacrifici governo monti insaputa convic kazzata ja http t co enrywcb
1173,140100131658792961,negative,governo monti tecnici dimostreranno miopia partiti coltivatori consensi onda ideologi ormai vetust
1174,395597661602320384,positive,buongiorno abbestia
1176,393443909705404416,positive,borriellomarco forza borriello
1177,146653940400918528,negative,paologentiloni equit vede nient colpiti senza distinzioni complimenti professor monti
1178,135092294327078912,neutral,b tenta ultima carta paura emorragia voti lega opposizion governo monti
1180,164483115610415106,neutral,parla governo monti dialogo cittadini via mailhttp t co xrtyimg democrazia partecipazion
1181,396751603061239808,positive,madofliam bellissima immagin profilo do
1182,191561489319067648,positive,valerafi t aspetta dannazion eterna meglio fare cm me
1183,161784884245958656,neutral,liberalizzazioni pro pmi ue fmi confindustria mario monti http t co yqbtalc
1184,152109389686374400,neutral,buonasera hahaha ultima citt son stati dati nomi botti bomba mario monti bomba finanziaria unici
1186,193094456117956608,negative,perch renzi continua fare battut pseudo comich nient nient vuol imitar grillo tanto critica buffon serviziopubblico
1187,135999935744188416,neutral,crisi governo incarico professor mario monti http t co pdqtdbun
1188,136732802405253120,positive,buon mercati volta formato sar molto difficil smontar governo monti assum http t co iwmxmuz
1189,134339789590757376,positive,mario monti senator vita splendida notizia italiani emblema quei cittadini meritevoli onorano patria
1190,134710607235645440,neutral,mario monti ricevuto quirinal italia lavoro enorm fare corrier sera http t co x oclc via corriereit
1191,145528528094507012,neutral,mentana sintetizza perch governo monti tg http t co cm rkxqj
1192,194084078750932992,neutral,grand verit partiti attacchi grillo possono cancellar fatto ultimi anni
1193,147237267633733632,negative,delusionemonti malincuor accantono speranz governo monti imbrigliato interessi partiti casta
1194,396763877226348544,positive,orgoglioso napoli record vittori pareggio sola sconfitta inizio campionato storico fermiamo
1195,134797309467828225,neutral,vaciago governo monti deve piacer resto mondo pi italiani fb
1196,136022399610130432,neutral,senator mario monti incaricato governo spread scend roma ieri sera president napolitano http t co tgkv vdd
1199,132229805667127296,neutral,vogliono fare governo monti governo casini poi silvio resist
1200,160387681078087680,negative,governo monti cede taxi politicament morto ceder teppismo politico tipica dichiarazion inesistenza vita
1201,152809785702617088,negative,italiano quattro rischio povert mentr governo monti pensa basti oliar sistema produttivo aver crescita
1202,396745456455127041,positive,acmilan finallymario strano ragazziiiii acmilan forzamilan
1203,144562295434002432,positive,grand governo monti riesc unificar sindacati manovra
1204,165344323804733440,neutral,governo monti italia no profit http t co swaqxhok
1206,154239582098046976,neutral,governo monti agenda economica http t co q ats
1207,195465287884218369,neutral,sygon inquadrati
1209,137126590063718401,negative,padella brace mario monti http t co ebwmo dn
1210,393378303232716800,neutral,sapevatelo anchoretext pu esser utilizzato crear link interni nuoc posizionamento seotip http t co kgr mwc xe
1211,137528440759914497,positive,governo monti invita pacatezza sobriet imparar chiuder porta important http t co nodbccuu via youtub
1213,141216991934562305,negative,limon ano capiton vivo prime indiscrezioni provvedimenti governo monti http t co ov eyqz sapevatelo
1214,195569196959154177,positive,grati
1215,196955298051801090,positive,mr horan keviiin no no finalment
1216,136787378508537856,neutral,borsa milano positiva dopo avvio governo monti
1217,142330402089078784,positive,cesar damianomi accontento ispirar governo monti questioni esam avvertito convergenz disegno legg
1219,163940991886307328,negative,cosa potrebb far pensar dopo governomonti sar ritorno politica devastant incapac ladra stata prima
1221,149381234588532736,neutral,concertazion parola consumata ognuno interpreta vuol interpreta governo monti chiaro
1222,391824584330461184,positive,smile sel d fatto
1223,143438649428672512,neutral,domani portaaporta mario monti rispond domand crepet delitto avetrana
1224,393303039723196416,neutral,simonelodi andrenfkdksjjsjfj riesco nemmeno scriverlo
1225,143837270343036928,negative,caro mario monti vai vespa firmar
1226,165455668776665088,neutral,videoforum mario monti video repubblica repubblica it http t co mjw v via repubblicait
1227,165088861070958593,neutral,mario monti europeo anno http t co vcyxwd via addthi
1228,188371517451673600,positive,yurinandesbbb awn amor hihi
1229,396643871989313536,negative,orto botanico cagliari ormai anno primo attacco opera punteruolo rosso stata ancora tagliata p dactylifera morta
1231,162295957143293952,neutral,messaggio mario monti tonino sdentat detto poet video divertent http t co or pyqyc
1232,161896083381960706,neutral,agcom sollecita governo monti banda larga abbatter digit divid francesco profumo prend iniziativa http t co p m xvcq
1234,135015736862187520,negative,resto contrario governo monti pdl dar appoggio strada maestra voto http t co u eksgg
1235,186888077644537856,negative,mat ah ecco riservatezza
1236,134986168726065153,negative,paniz entusiasma governo monti d accordo governotecnico prend atto
1237,189743507949371393,negative,salvagent parafarmaci delitti farmaci senza ricetta intanto federfarma fa lobbi balduzzi man
1238,136593284977008641,negative,politici sacco borsa governo monti legittimazion democratica nasc assecondar http t co cwabalav
1239,136930118286323712,neutral,bocconiani finiti governo monti
1241,135946789017759744,neutral,mario monti equit social http t co yl lmmk
1243,153911398198558721,neutral,confronto governo monti va sprecato temi agenda tempi agenda egualment importanti
1244,192998881947164672,negative,quell idiota grillo dice fare default http t co dbti jxg ecco perch follia http t co w fcr
1245,195770842712510464,positive,skytg politica pagliacci comico persona pi seria forza grillo bepp grillo
1246,395553919155175424,negative,hahahaha oddio postato foto bagno solo bagno pubblico appesi cartelli igien pubblica hahahaha
1247,188637810859839489,negative,zayn fa male veder ragazza pianger spesso cerco confortarla finisco pianger
1248,392026966259687424,neutral,voglio veder profili perfetti seguimi ricambio voto profilo unfollowo
1249,395661297943322624,positive,avalon eva d scusa volt troppo diretto
1250,163168742241603584,negative,tutt riform fa governo monti prossim elezioni sar programma pd pdl grosso problema
1251,152364533078433792,neutral,conferenza stampa fine anno mario monti nessuno pensi nuova manovra pesant robusta cosi gara http t co hm pmlox
1252,193075582282645504,positive,ttmobil grillo appena entrato tt italia posizion orodandrea jfc gianlug super zio greeeeeee
1253,156664184975802368,neutral,mario monti fazio discorso evasion fiscal lavoro http t co t rlo xq
1254,147316822725763072,negative,governo monti universit natal ij k mal cap
1255,393172914431733760,negative,lavoro fare male gent invec fatta male xd
1256,164120636451586049,neutral,profumo dimett cnr governo monti termin legislatura secondo me nott
1258,196110352130392064,positive,juve paratici brescia el kaddouri definir leali piac arcari terzo portier http t co rbmtgnyz
1259,143642851044114435,neutral,staderini prime valutazioni provvedimenti governo monti http t co jvnwjexf
1260,395504738848223232,positive,matteo curti number one rocco puoi morir felic
1261,143435508234731520,neutral,preferisco esser impopolar me pu fare meno europa no mario monti
1262,147447237541232641,neutral,centro congresso frentani costruiamo opposizion comunista governo monti partecip
1263,134585500118958080,negative,maroni conferma governo monti fuori roma president repubblica napolitano dara inca http t co nzaxyppj
1264,164508272777363456,neutral,politich governo monti giunta cota volt taglio drastico risors personal http t co j nyqkr
1265,165070190323838976,negative,governo monti pacchetto anticorruzion contrastodiinteressi altra cosa pagar spioni delatori segnalar evasori
1270,163273847808851968,positive,governo monti piac molto leghisti sondaggio radio padania scompar web http t co bbyhm
1272,193364174108246016,neutral,antipolitica politica http t co vbogpnf grillo roma attualit italia
1273,137195066769936384,positive,crisi fitch italia gia recession governo monti credibil londra nov adnkrono italia http t co lepiczep
1274,163960848518356993,neutral,napolitano governo monti vada avanti riform generazion italia http t co bqenwnva
1276,136928508692807681,neutral,perch governo monti tutta gent intesa san paolo oramonti
1277,393252068456415232,neutral,buongiorno
1279,193060133440454657,neutral,stella grillo portato mila firm mai state esamin forza poi irromp serviziopubblicohttp t co zfhnw d
1280,396637958214004736,negative,volt vorrei spegnermi pensar pi nient nessuno
1282,145930009188634625,neutral,dedicato governo monti http t co isxvgdxh
1283,189986051895459841,neutral,rhapsodi of fire orari data trezzo http t co onatckip http t co uyo j
1284,143627663758725120,neutral,varata manovra finanziaria firmata governo monti leggi quali decisioni pi importanti cosa pensi http t co emz f
1285,396647817302646786,negative,mh dovrei scriver qualcosa bio so cosa lol
1286,136734481028624384,positive,borsa milano ripresa aspettando governo monti smorza tension titoli stato italiani http t co vmjnnyyl
